subject,class,scenario,timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
subject1,normal,11,1733143412490,-9.17965,1.25316,-3.42686,0.03326,0.02962,-0.09085
subject1,normal,11,1733143412539,-15.48918,-3.72138,-4.36395,0.03043,0.03989,-0.07631
subject1,normal,11,1733143412589,-13.87590,1.89244,1.25385,0.01674,0.02438,-0.06782
subject1,normal,11,1733143412633,-10.75470,2.36531,-3.40841,0.01013,0.00044,-0.06026
subject1,normal,11,1733143412683,2.84456,-8.09329,5.99739,0.01285,-0.01796,-0.05332
subject1,normal,11,1733143412733,-3.83293,-7.62326,-1.70725,0.02074,-0.00238,-0.07781
subject1,normal,11,1733143412778,-4.01392,-2.38910,-2.40535,0.02015,0.00114,-0.08129
subject1,normal,11,1733143412826,-1.77422,-3.85353,-4.39945,0.02099,0.00961,-0.08727
subject1,normal,11,1733143412875,4.60030,-11.30874,2.84192,0.00886,0.02621,-0.08068
subject1,normal,11,1733143412931,2.47478,-4.69639,3.82887,0.02194,0.00425,-0.09587
subject1,normal,11,1733143412978,-1.97015,2.52565,1.33200,0.00956,0.01718,-0.09213
subject1,normal,11,1733143413022,-5.54169,4.38639,-2.17622,0.00509,0.01820,-0.10094
subject1,normal,11,1733143413070,-9.86184,0.08258,5.92445,0.03035,0.02043,-0.13071
subject1,normal,11,1733143413117,-10.40225,7.52318,-3.30751,-0.00214,0.02133,-0.08174
subject1,normal,11,1733143413164,4.34663,1.21705,1.81027,0.04724,0.04601,-0.19741
subject1,normal,11,1733143413216,-14.24318,5.48559,10.59973,0.02702,0.02017,-0.14956
subject1,normal,11,1733143413263,-5.44648,-1.03674,-11.75006,0.01187,0.01237,-0.14604
subject1,normal,11,1733143413318,-11.35840,4.79650,9.79863,0.04572,0.01612,-0.16683
subject1,normal,11,1733143413361,-4.53601,2.17983,-2.13783,0.05553,0.01842,-0.19238
subject1,normal,11,1733143413410,-5.14515,0.61278,6.20796,0.06853,0.00417,-0.20789
subject1,normal,11,1733143413460,2.49561,4.43408,5.65447,0.06238,-0.00476,-0.21397
subject1,normal,11,1733143413509,-14.77143,3.77103,-3.27046,0.05739,0.05237,-0.26255
subject1,normal,11,1733143413557,-14.51052,6.34298,4.12929,0.03729,0.05827,-0.27468
subject1,normal,11,1733143413605,-4.47690,6.29883,7.92619,0.00291,0.07863,-0.33441
subject1,normal,11,1733143413653,-9.42626,2.02833,9.22970,0.00192,0.09087,-0.38449
subject1,normal,11,1733143413706,9.13956,-4.08026,-2.70250,0.01529,0.06531,-0.39161
subject1,normal,11,1733143413756,-0.75749,2.57415,-5.03414,0.07454,0.05994,-0.40245
subject1,normal,11,1733143413807,0.99827,1.33142,16.62142,0.12870,0.03421,-0.46200
subject1,normal,11,1733143413857,3.16154,-2.39930,-0.14239,0.16933,0.03792,-0.50101
subject1,normal,11,1733143413904,-14.98734,3.72736,5.10975,0.22976,0.10216,-0.59268
subject1,normal,11,1733143413948,-9.08330,-1.81632,17.71289,0.25557,0.11049,-0.71033
subject1,normal,11,1733143413997,-2.50032,-0.50240,25.29329,0.20490,0.00054,-0.81339
subject1,normal,11,1733143414048,-7.51467,9.23778,0.38530,0.14084,0.07184,-0.80976
subject1,normal,11,1733143414098,4.55525,0.33344,9.23804,0.12202,-0.01249,-0.98698
subject1,normal,11,1733143414151,-13.01543,-6.55603,15.33160,0.13875,0.02956,-1.02565
subject1,normal,11,1733143414200,2.73051,-2.42687,7.23625,0.16336,0.08338,-1.03767
subject1,normal,11,1733143414252,-3.11662,1.02794,21.56809,0.16202,0.02583,-1.11353
subject1,normal,11,1733143414302,-7.19878,-8.38491,2.74025,0.16459,0.03510,-1.09099
subject1,normal,11,1733143414351,-9.50342,0.05414,8.14336,0.14723,0.03129,-1.10266
subject1,normal,11,1733143414400,-5.52850,-3.33815,7.79445,0.17109,0.02263,-1.04560
subject1,normal,11,1733143414452,-11.91987,-0.64718,-10.63705,0.20992,0.00203,-0.97608
subject1,normal,11,1733143414501,-9.26859,1.83436,-2.17120,0.20237,-0.02539,-0.89847
subject1,normal,11,1733143414551,-6.98932,-2.85709,3.81441,0.17588,-0.03576,-0.83371
subject1,normal,11,1733143414600,-6.44622,0.50275,14.72906,0.17678,-0.06861,-0.80569
subject1,normal,11,1733143414648,-0.57877,-6.35713,10.22798,0.28088,-0.06549,-0.86700
subject1,normal,11,1733143414698,-2.44132,6.02503,6.76867,0.29864,-0.02950,-0.89272
subject1,normal,11,1733143414747,-5.77384,8.15010,9.27378,0.16416,0.01895,-0.82588
subject1,normal,11,1733143414798,-9.28699,-3.06676,8.29694,0.05757,0.05998,-0.74138
subject1,normal,11,1733143414848,7.69522,0.81965,-6.54921,0.13117,0.01339,-0.70573
subject1,normal,11,1733143414898,-1.64506,1.23464,17.38251,0.25597,-0.04333,-0.71404
subject1,normal,11,1733143414947,0.24993,1.42966,11.46725,0.21927,-0.07992,-0.70838
subject1,normal,11,1733143415001,11.30948,-3.40819,5.12830,0.14922,-0.07228,-0.66377
subject1,normal,11,1733143415049,5.49831,-4.27127,18.35689,0.08324,-0.03095,-0.63056
subject1,normal,11,1733143415096,2.00505,-10.08240,14.61919,0.05726,-0.01847,-0.61276
subject1,normal,11,1733143415149,0.41658,3.65681,6.73803,0.06634,-0.01908,-0.58741
subject1,normal,11,1733143415195,-3.49070,-0.35367,8.58600,0.00965,-0.01536,-0.47613
subject1,normal,11,1733143415246,-3.71391,-6.33723,7.48051,-0.07386,0.01941,-0.35387
subject1,normal,11,1733143415295,-4.76871,-2.83583,1.39519,-0.05269,0.04079,-0.15218
subject1,normal,11,1733143415360,-7.43044,4.44265,5.42794,-0.07139,0.05499,0.06669
subject1,normal,11,1733143415404,-0.59032,6.89044,-4.45671,-0.13862,0.06382,0.32735
subject1,normal,11,1733143415452,-9.74109,0.23439,1.13611,-0.17732,0.07997,0.50753
subject1,normal,11,1733143415506,-5.25599,-2.82744,-5.43466,-0.19303,0.13114,0.69174
subject1,normal,11,1733143415551,-7.53865,13.31276,-1.21468,-0.27991,0.13929,0.78877
subject1,normal,11,1733143415599,-4.61361,2.39697,-8.02138,-0.29919,0.16037,0.81168
subject1,normal,11,1733143415653,0.42703,-4.69112,-0.42240,-0.21341,0.12747,0.79575
subject1,normal,11,1733143415697,2.87950,-5.06252,3.55896,-0.09715,0.05230,0.69357
subject1,normal,11,1733143415742,-2.92436,-2.68914,6.22712,0.05634,-0.03236,0.46461
subject1,normal,11,1733143415791,-0.75650,-3.42717,-1.43546,0.10626,-0.03598,0.33274
subject1,normal,11,1733143415833,3.94905,2.79278,-4.70222,0.10481,-0.03253,0.18223
subject1,normal,11,1733143415885,0.03537,5.61043,8.84092,0.05605,-0.00947,0.08967
subject1,normal,11,1733143415935,1.92923,3.81129,1.13684,0.00567,0.04056,0.02224
subject1,normal,11,1733143415985,2.96131,-0.36011,1.73228,0.02284,0.04633,-0.01489
subject1,normal,11,1733143416030,6.35718,2.45494,9.37437,0.06793,0.05497,-0.07610
subject1,normal,11,1733143416079,9.74361,-6.40716,6.36835,0.02816,0.02489,-0.17277
subject1,normal,11,1733143416124,10.36446,3.98649,-7.53299,0.07106,0.00929,-0.22420
subject1,normal,11,1733143416174,6.89015,2.57931,7.31794,0.09183,-0.02356,-0.39485
subject1,normal,11,1733143416222,2.66484,-4.08807,-2.56825,-0.00990,0.04126,-0.32973
subject1,normal,11,1733143416272,2.66559,6.64613,8.36885,-0.04117,0.06078,-0.25565
subject1,normal,11,1733143416319,5.62305,0.01081,-11.89716,-0.06891,0.07407,-0.10048
subject1,normal,11,1733143416370,6.74331,0.50943,-3.70956,-0.01808,0.05451,-0.06054
subject1,normal,11,1733143416413,14.63901,-0.03341,-1.20160,-0.00490,0.01737,-0.01204
subject1,normal,11,1733143416463,12.72138,-0.26530,-4.39197,0.03285,-0.02260,-0.02412
subject1,normal,11,1733143416514,4.72709,-4.00687,0.47651,0.06720,-0.02061,-0.04098
subject1,normal,11,1733143416566,-8.02715,11.34450,3.51550,0.05160,-0.04338,-0.02342
subject1,normal,11,1733143416616,-3.04897,3.06110,5.20731,0.03121,-0.08651,-0.03794
subject1,normal,11,1733143416667,-2.51686,-0.94528,-4.61994,0.02384,-0.02115,0.00250
subject1,normal,12,1733143423041,3.95024,-6.97124,-9.00530,-0.00215,0.02832,0.01749
subject1,normal,12,1733143423091,3.47554,1.51369,4.27807,-0.00882,-0.00703,-0.01336
subject1,normal,12,1733143423144,6.25736,0.88716,4.25521,0.00060,-0.02299,-0.02673
subject1,normal,12,1733143423188,12.70791,1.04680,3.00926,-0.01205,-0.02753,-0.01281
subject1,normal,12,1733143423240,0.26100,-0.49256,3.03755,-0.01926,-0.01803,0.00542
subject1,normal,12,1733143423282,7.21811,-0.10030,2.08944,-0.01275,-0.01565,-0.00402
subject1,normal,12,1733143423333,4.63054,-0.34190,-0.48675,0.00331,-0.00840,-0.00371
subject1,normal,12,1733143423381,9.52219,-0.96083,1.81381,-0.01431,-0.01606,-0.00649
subject1,normal,12,1733143423433,5.99067,-2.78013,2.21434,0.03111,-0.03614,-0.06117
subject1,normal,12,1733143423482,-1.75607,5.58397,5.52408,0.02228,-0.02954,-0.12514
subject1,normal,12,1733143423532,0.03350,3.10331,-8.19865,-0.02160,0.01048,-0.08208
subject1,normal,12,1733143423586,1.14090,-3.49943,1.72646,-0.05160,0.02408,-0.04485
subject1,normal,12,1733143423644,1.76407,-2.27312,8.57912,-0.03044,0.01320,-0.01546
subject1,normal,12,1733143423696,9.05698,0.74080,-4.64288,0.01087,0.01160,-0.00939
subject1,normal,12,1733143423750,1.92401,-0.99661,0.69675,-0.00469,-0.00521,-0.00536
subject1,normal,12,1733143423798,3.63337,0.09294,-1.65478,-0.01051,-0.00675,-0.00463
subject1,normal,12,1733143423850,3.02523,2.18573,-5.43857,-0.00520,-0.00755,0.01026
subject1,normal,12,1733143423900,0.47210,1.28558,-0.42755,-0.01021,-0.00897,0.01015
subject1,normal,12,1733143423950,-1.43910,1.61977,0.89239,0.00178,-0.00383,0.00191
subject1,normal,12,1733143423992,3.09975,0.42879,1.85171,0.00217,-0.00842,-0.00493
subject1,normal,12,1733143424041,4.85916,-2.62870,-2.76521,-0.00073,-0.00725,-0.00654
subject1,normal,12,1733143424091,1.62351,-2.96202,0.94449,0.00664,0.00162,-0.00994
subject1,normal,12,1733143424138,5.50644,-1.03278,8.11908,-0.00125,-0.00653,-0.01440
subject1,normal,12,1733143424191,-1.03792,0.00005,10.68485,-0.01942,-0.01095,0.00404
subject1,normal,12,1733143424242,-3.05101,3.13716,-0.10792,-0.01718,-0.01652,0.00928
subject1,normal,12,1733143424288,-0.54628,0.74555,4.35183,0.00221,-0.01343,-0.00339
subject1,normal,12,1733143424345,1.95001,2.52724,-1.62576,-0.00522,-0.02074,0.01304
subject1,normal,12,1733143424387,1.12758,0.90082,-3.43539,0.02058,-0.00026,-0.00797
subject1,normal,12,1733143424436,1.89650,-0.07931,4.01269,0.02662,-0.00349,-0.00413
subject1,normal,12,1733143424486,6.26517,0.68583,2.63884,0.06049,-0.00472,-0.04800
subject1,normal,12,1733143424533,8.32387,-5.38958,2.64604,0.06551,0.00407,-0.09961
subject1,normal,12,1733143424580,1.43231,5.50431,0.65103,0.06432,0.01040,-0.16544
subject1,normal,12,1733143424630,3.37535,3.72877,-7.78581,0.00174,0.05049,-0.13526
subject1,normal,12,1733143424676,5.36062,1.75880,-5.47879,-0.04236,0.05450,-0.04150
subject1,normal,12,1733143424730,0.82061,-3.29374,0.69779,-0.02288,0.01882,-0.02592
subject1,normal,12,1733143424781,4.67871,1.28271,-5.72936,-0.03691,0.00132,0.01737
subject1,normal,12,1733143424830,2.72452,0.08843,-4.41048,-0.03386,-0.01167,0.02749
subject1,normal,12,1733143424881,1.68048,0.95798,5.44738,-0.02060,-0.00966,0.00740
subject1,normal,12,1733143424925,0.16450,0.37333,1.58567,-0.02456,-0.00066,0.01575
subject1,normal,12,1733143424976,6.36702,-0.58022,-5.15848,-0.00819,0.00120,0.00686
subject1,normal,12,1733143425027,-1.09422,3.94168,1.21082,0.00723,-0.01668,-0.00216
subject1,normal,12,1733143425072,3.71005,-0.17494,-2.01797,-0.00708,-0.00412,0.00298
subject1,normal,12,1733143425120,6.92256,-0.48161,1.69737,-0.01306,0.00090,0.00623
subject1,normal,12,1733143425169,1.00709,1.19273,0.49262,-0.00332,0.01302,0.00442
subject1,normal,12,1733143425213,1.21132,-0.61611,4.60256,0.00958,-0.00408,-0.00811
subject1,normal,12,1733143425262,0.92598,2.78868,-1.22369,-0.01250,-0.00285,0.00898
subject1,normal,12,1733143425313,1.82068,-2.29675,-0.89885,0.00964,0.00476,-0.00484
subject1,normal,12,1733143425369,6.18354,-5.11924,1.14053,0.00115,-0.00515,0.00219
subject1,normal,12,1733143425410,4.72843,-0.95130,-1.77779,-0.00644,0.00448,0.01099
subject1,normal,12,1733143425462,3.84421,-3.13151,-0.42391,0.00363,-0.00448,-0.00463
subject1,normal,12,1733143425511,11.00334,-6.27305,2.05075,-0.01548,-0.01722,0.01412
subject1,normal,12,1733143425562,-1.12708,3.71620,5.06429,0.00981,-0.01764,-0.02716
subject1,normal,12,1733143425611,-4.94664,4.33354,8.23882,0.04604,-0.05051,-0.17330
subject1,normal,12,1733143425661,-1.67790,6.05381,-2.68480,0.07198,-0.03049,-0.25113
subject1,normal,12,1733143425710,13.49813,-5.06930,1.06146,-0.00535,0.00107,-0.22741
subject1,normal,12,1733143425758,6.27771,-1.82310,-1.63133,-0.05631,0.04272,-0.10746
subject1,normal,12,1733143425806,4.06959,1.63376,5.05156,-0.04908,0.04426,-0.06922
subject1,normal,12,1733143425848,2.55449,-2.55334,1.62364,-0.02070,0.02361,-0.01503
subject1,normal,12,1733143425897,-2.70243,1.35764,1.42143,-0.00158,0.00550,0.00720
subject1,normal,12,1733143425953,-4.07109,5.99848,-7.83359,0.00489,0.00889,0.00458
subject1,normal,12,1733143425995,-0.25401,4.28116,-5.00405,-0.00201,0.00200,0.01214
subject1,normal,12,1733143426041,-6.56383,2.76972,-3.30186,-0.00753,-0.00126,0.01016
subject1,normal,12,1733143426090,-3.28862,4.33156,-4.85364,0.00203,-0.00325,-0.00326
subject1,normal,12,1733143426141,1.36940,-1.31858,1.06378,-0.00464,-0.01069,-0.00233
subject1,normal,12,1733143426196,1.64017,-2.93483,5.58801,-0.02165,-0.00094,0.02619
subject1,normal,12,1733143426239,1.17176,5.99825,-1.54279,-0.00745,-0.00277,-0.00111
subject1,normal,12,1733143426290,8.89952,-4.54009,0.25038,0.01334,-0.02192,-0.02190
subject1,normal,12,1733143426338,3.46321,0.26318,-0.77021,-0.00036,-0.00323,0.00327
subject1,normal,12,1733143426388,4.39275,-1.39769,7.93500,-0.00374,0.00446,0.01132
subject1,normal,12,1733143426445,5.42207,0.48560,-7.16436,0.00257,0.00502,-0.00139
subject1,normal,12,1733143426491,1.80589,-4.39038,5.17762,0.00378,0.01271,-0.00965
subject1,normal,12,1733143426541,-3.30147,4.97112,-4.45793,-0.01049,-0.00567,0.00852
subject1,normal,12,1733143426585,4.94829,-3.25075,-0.12318,-0.00737,-0.00129,0.00846
subject1,normal,12,1733143426633,4.06435,1.40414,-2.25085,0.00143,-0.00360,-0.01859
subject1,normal,12,1733143426676,0.01192,0.55495,3.80144,-0.00550,-0.01924,0.01352
subject1,normal,12,1733143426726,-7.92498,1.32809,-6.06163,0.01097,-0.01364,0.00135
subject1,normal,12,1733143426781,-10.47574,7.91241,-10.67034,0.00769,-0.02455,-0.01331
subject1,normal,12,1733143426828,-11.16430,6.00024,-6.41547,0.00598,-0.02429,-0.02796
subject1,normal,12,1733143426878,-3.16136,2.44042,6.03100,0.00698,-0.02072,-0.01766
subject1,normal,12,1733143426927,4.30172,-4.70789,-1.89702,0.03539,-0.03078,-0.06585
subject1,normal,12,1733143426975,14.15752,-4.70550,17.13949,0.04653,-0.03252,-0.13342
subject1,normal,12,1733143427026,6.99753,-3.59308,5.40445,0.04350,0.02936,-0.14355
subject1,normal,12,1733143427081,-0.56286,2.28450,-1.36581,-0.02853,0.06756,-0.08840
subject1,normal,12,1733143427138,1.09268,1.72598,-6.75997,0.01566,0.06358,-0.00555
subject1,normal,12,1733143427188,15.06782,-1.41345,5.03916,-0.02535,0.02519,0.02536
subject1,normal,12,1733143427230,-9.00314,-1.38058,-5.59381,-0.02908,0.01036,0.00721
subject1,normal,12,1733143427272,7.50850,-3.98563,9.58370,-0.02891,-0.01525,0.01719
subject1,normal,12,1733143427315,4.27088,5.67284,1.75616,-0.02646,-0.01530,0.02370
subject1,normal,12,1733143427367,-6.41297,-5.78466,-9.31198,-0.00496,0.00192,0.00454
subject1,normal,12,1733143427409,10.72358,-2.92491,3.53554,-0.01754,0.00427,0.01281
subject1,normal,12,1733143427459,-7.68240,-2.54134,-7.00548,0.00923,0.00375,0.00087
subject1,normal,12,1733143427509,6.32692,0.78059,2.44176,0.00973,0.01088,-0.00160
subject1,normal,12,1733143427561,9.21944,-3.57543,10.93063,-0.00298,0.01003,0.01320
subject1,normal,12,1733143427614,8.30991,4.30847,-0.37897,0.00277,0.00874,0.00657
subject1,normal,12,1733143427657,-0.94746,10.00818,-4.88551,0.00302,-0.00279,-0.01547
subject1,normal,12,1733143427707,-4.93650,7.63548,-6.83102,0.00374,0.00316,-0.01959
subject1,normal,12,1733143427755,5.34881,-0.33176,7.72746,-0.01805,-0.00621,0.01568
subject1,normal,12,1733143427807,-5.82910,-5.47813,-0.20255,0.01473,-0.00023,-0.01078
subject1,normal,12,1733143427848,4.49912,3.80300,1.16048,-0.00786,-0.01012,0.01157
subject1,normal,12,1733143427897,1.84123,-4.17983,1.07919,0.00375,0.01016,0.00015
subject1,normal,12,1733143427941,1.45064,9.29011,-3.04261,0.00039,-0.00041,-0.00719
subject1,normal,12,1733143427993,0.47712,3.44188,-3.36170,-0.00219,-0.01128,0.00293
subject1,normal,12,1733143428047,-1.53933,10.82719,-4.02800,0.00952,-0.00037,-0.00321
subject1,normal,12,1733143428090,9.71989,0.70864,-1.09605,-0.00527,-0.00410,0.00759
subject1,normal,12,1733143428138,4.38204,3.58917,2.15082,-0.01461,0.00037,0.00837
subject1,normal,12,1733143428193,2.03790,2.61521,2.51069,-0.00540,-0.00561,0.00685
subject1,normal,12,1733143428250,6.41962,-0.59259,-2.88844,-0.00168,-0.00996,0.00992
subject1,normal,12,1733143428296,5.45437,0.84210,1.09068,-0.00389,0.00761,0.01695
subject1,normal,12,1733143428358,7.19042,3.13296,2.15484,-0.01151,0.00774,0.00660
subject1,normal,12,1733143428400,-6.47058,0.75064,-0.21765,-0.00990,0.00774,-0.01348
subject1,normal,12,1733143428452,2.31573,0.35733,-1.36767,0.00284,-0.00595,0.00915
subject1,normal,12,1733143428497,-9.00132,-1.13541,-5.61908,0.00958,-0.00308,-0.01751
subject1,normal,12,1733143428548,-2.48952,-6.62525,0.22345,0.00243,0.00751,0.00054
subject1,normal,12,1733143428610,4.30042,5.87247,-0.15073,0.00464,-0.00536,-0.00160
subject1,normal,12,1733143428652,-5.78934,-2.55545,-1.95619,0.00898,-0.00492,-0.02826
subject1,normal,12,1733143428700,7.61250,6.33947,1.61324,-0.00614,-0.00150,0.00716
subject1,normal,12,1733143428749,-5.12678,-3.75332,-3.93333,-0.00396,0.00066,-0.01591
subject1,normal,12,1733143428799,3.75129,-0.14329,-0.71940,0.00108,-0.01380,-0.00903
subject1,normal,12,1733143428844,8.24236,-0.98916,-2.90978,-0.00046,0.00687,0.00271
subject1,normal,12,1733143428892,13.97390,5.53094,2.67418,-0.01032,-0.00241,0.01336
subject1,normal,12,1733143428942,3.58444,1.58598,-1.16247,0.00632,0.00082,0.00328
subject1,normal,12,1733143428998,2.70183,2.72818,1.45336,-0.00764,-0.00657,0.00461
subject1,normal,12,1733143429039,0.56110,0.15569,-0.99223,-0.00106,-0.00291,-0.01460
subject1,normal,12,1733143429089,3.63724,-3.17857,3.93016,-0.00378,0.00255,-0.00235
subject1,normal,12,1733143429136,11.08642,5.01413,3.87934,-0.00377,-0.00106,0.00063
subject1,normal,12,1733143429184,11.86752,4.48808,1.55394,-0.00985,-0.00499,0.00887
subject1,normal,12,1733143429237,-7.64660,1.97074,2.28449,0.00747,-0.00003,-0.00281
subject1,normal,12,1733143429284,-3.27113,-3.63836,0.25934,0.00402,-0.00120,-0.00718
subject1,normal,12,1733143429333,-4.13516,-1.03395,-3.22674,0.00481,0.00278,-0.00890
subject1,normal,12,1733143429385,5.52075,-4.73006,-5.25667,-0.00204,-0.00389,-0.00471
subject1,normal,12,1733143429437,-3.80537,-0.16826,-3.32271,-0.00242,-0.00077,-0.01088
subject1,normal,12,1733143429486,-5.47396,-1.87169,2.38711,-0.00689,-0.00243,-0.01576
subject1,normal,12,1733143429537,-4.57676,-0.35791,-0.58301,0.00199,0.01099,-0.00607
subject1,normal,12,1733143429587,-5.17357,-6.98424,-7.25172,-0.03667,0.03619,0.07790
subject1,normal,12,1733143429635,-1.78535,2.27378,-8.53675,-0.08771,0.08239,0.25972
subject1,normal,12,1733143429685,5.25678,-7.35019,-10.63942,-0.06571,0.06562,0.38362
subject1,normal,12,1733143429735,-5.45292,-6.86816,0.37556,0.03904,-0.02203,0.27607
subject1,normal,12,1733143429792,5.97834,-1.88849,-0.04129,0.08231,-0.05363,0.16863
subject1,normal,12,1733143429841,2.30468,-2.00019,-2.47596,0.05709,-0.05104,0.06388
subject1,normal,12,1733143429884,2.69308,9.09620,3.04513,0.02757,-0.03407,0.01190
subject1,normal,12,1733143429937,5.53269,4.14167,-2.49399,0.00693,-0.02022,-0.03190
subject1,normal,12,1733143429983,3.56114,-2.88402,-5.35934,0.01114,-0.01639,-0.05521
subject1,normal,12,1733143430027,-0.14997,-0.46517,-5.80658,0.02560,-0.00949,-0.05748
subject1,normal,12,1733143430079,1.53845,-0.76214,0.90067,0.01960,0.00142,-0.05369
subject1,normal,12,1733143430122,-4.55044,0.20238,0.95799,0.00331,0.00026,-0.03649
subject1,normal,12,1733143430173,-7.22622,-5.87126,-0.56890,0.01145,-0.01028,-0.03146
subject1,normal,12,1733143430232,6.41324,0.66169,-1.26077,0.00233,-0.00135,-0.00782
subject1,normal,12,1733143430288,-1.42538,1.92139,1.36998,-0.00508,0.00259,-0.00764
subject1,normal,12,1733143430337,-7.16990,-3.28929,-1.54673,0.00580,0.01508,0.00134
subject1,normal,12,1733143430390,0.01054,-1.22548,1.12333,-0.02226,0.00201,0.02155
subject1,normal,12,1733143430452,1.32937,-8.79678,0.32639,-0.01549,-0.03763,-0.02449
subject1,normal,12,1733143430495,12.59731,4.96046,5.04441,0.02760,-0.09733,-0.12525
subject1,normal,12,1733143430544,-5.14070,-2.59288,13.44516,0.11820,-0.10891,-0.35895
subject1,normal,12,1733143430593,-6.63909,1.55654,11.86944,0.17644,-0.08300,-0.50971
subject1,normal,12,1733143430644,18.07574,3.33590,-0.74318,0.05388,0.02726,-0.42027
subject1,normal,12,1733143430695,6.25302,-0.34475,3.94652,-0.04115,0.10664,-0.24770
subject1,normal,12,1733143430747,-14.69879,-1.36276,3.12712,-0.09672,0.10085,-0.04525
subject1,normal,12,1733143430795,5.14638,-2.99406,-0.11280,-0.07359,0.04528,0.00253
subject1,normal,12,1733143430837,-0.02785,9.39735,3.89784,-0.04835,0.03600,0.04880
subject1,normal,12,1733143430878,-4.57623,3.04677,2.65162,-0.02553,0.00705,0.05969
subject1,normal,12,1733143430927,1.37404,9.63590,3.16164,-0.02215,0.01078,0.08904
subject1,normal,12,1733143430979,-4.95932,-3.01782,1.01737,-0.03780,0.01644,0.08218
subject1,normal,12,1733143431027,3.74707,-4.70027,0.98157,-0.03250,0.02327,0.05512
subject1,normal,12,1733143431082,3.45190,5.93179,0.43973,-0.00936,0.01692,0.05521
subject1,normal,12,1733143431139,-3.80487,0.11844,0.72360,-0.01311,0.01330,0.00607
subject1,normal,12,1733143431188,5.91059,-0.48740,0.36634,-0.00490,-0.00915,-0.00687
subject1,normal,12,1733143431240,3.88079,-6.72170,-1.41591,0.00395,0.00203,-0.00663
subject1,normal,12,1733143431288,-15.20197,4.60073,2.77525,-0.00645,0.00370,0.00993
subject1,normal,12,1733143431344,-5.01523,-3.62048,-7.46314,-0.07633,0.07581,0.14640
subject1,normal,12,1733143431398,3.65026,2.53353,-4.05736,-0.05949,0.06054,0.33072
subject1,normal,12,1733143431447,2.75843,-1.89910,-3.96338,-0.01225,0.00945,0.28535
subject1,normal,12,1733143431490,0.54390,-2.60464,-2.08164,0.06402,-0.05766,0.13692
subject1,normal,12,1733143431539,-7.03880,-5.49784,0.64423,0.03936,-0.06134,0.05277
subject1,normal,12,1733143431588,-11.36043,3.57712,1.01192,0.00018,-0.02582,-0.02102
subject1,normal,12,1733143431635,2.94130,5.68682,2.04658,-0.01484,-0.03804,-0.03567
subject1,normal,12,1733143431687,0.53635,-5.65936,-3.02140,0.00067,-0.03423,-0.05384
subject1,normal,12,1733143431757,-0.08753,-6.65979,-4.81181,0.00317,-0.02913,-0.06518
subject1,normal,12,1733143431807,-3.66110,-10.99560,1.50197,0.01260,-0.02734,-0.03738
subject1,normal,12,1733143431855,-3.89927,0.08852,1.38392,-0.00762,-0.02243,-0.01473
subject1,normal,12,1733143431904,-8.43091,-0.23677,0.84204,0.01123,-0.01305,-0.00868
subject1,normal,12,1733143431957,-5.42472,0.29440,2.81541,0.00767,-0.00646,0.00010
subject1,normal,12,1733143432007,-5.76074,-4.18360,-1.46835,0.01171,-0.00686,-0.00378
subject1,normal,12,1733143432054,-2.56887,-1.71032,0.36695,-0.03499,0.00970,0.02376
subject1,normal,12,1733143432102,0.05094,-1.80421,-0.31015,-0.01381,0.00382,0.02334
subject1,normal,12,1733143432153,-6.72870,0.97609,3.27741,-0.00876,0.03249,0.00831
subject1,normal,12,1733143432224,-12.10199,4.84331,-4.87055,0.03350,0.05833,0.01795
subject1,normal,12,1733143432282,-13.57808,0.30200,4.75134,0.01838,0.05121,0.01720
subject1,normal,12,1733143432331,-9.73106,-1.84192,4.98254,0.02543,-0.01143,-0.02695
subject1,normal,12,1733143432381,-11.40826,10.48789,-3.73067,0.01751,-0.01617,-0.01131
subject1,normal,12,1733143432424,-15.27133,4.46929,-6.49590,-0.00988,0.00367,0.01393
subject1,normal,12,1733143432471,-8.71954,3.87783,-1.21965,-0.00169,-0.01552,-0.02347
subject1,normal,12,1733143432519,-19.58905,-1.42390,-6.82482,0.00046,-0.01390,-0.01909
subject1,normal,12,1733143432575,-9.59112,10.38672,-1.36286,-0.01284,0.00395,-0.00452
subject1,normal,12,1733143432631,-17.61250,2.50911,-1.80190,0.00708,-0.01805,0.00594
subject1,normal,12,1733143432682,2.28937,-6.12516,7.21705,-0.00107,0.00708,0.04251
subject1,normal,12,1733143432732,-7.64158,6.53683,-5.63965,0.00424,0.00489,0.02245
subject1,normal,12,1733143432778,-6.77940,-6.31926,-4.51083,0.01531,-0.00657,0.01674
subject1,normal,12,1733143432821,1.23845,-1.40216,4.76102,-0.00670,0.01880,0.05209
subject1,normal,12,1733143432870,0.09393,-4.64494,0.26104,0.00482,0.00138,0.06353
subject1,normal,12,1733143432912,-1.10910,2.94532,7.27759,-0.00989,0.01532,0.04887
subject1,normal,13,1733143444949,2.09254,1.85323,-1.57581,-0.03702,-0.01369,-0.02298
subject1,normal,13,1733143444999,6.46622,2.64922,-0.17703,-0.06797,-0.10109,-0.09862
subject1,normal,13,1733143445048,14.88817,-1.22224,-0.95019,-0.05651,-0.05099,-0.18853
subject1,normal,13,1733143445098,4.25921,-2.11381,2.25591,0.01978,0.06843,-0.14102
subject1,normal,13,1733143445149,8.13543,-7.44097,-3.94968,0.04018,0.06070,-0.06175
