subject,class,scenario,timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
subject1,minor_crash,72,1733902740142,3.41210,-3.31015,2.35508,0.00788,-0.00034,0.00392
subject1,minor_crash,72,1733902740197,-1.10180,1.68350,0.55541,-0.00101,0.00157,-0.00245
subject1,minor_crash,72,1733902740251,-5.79001,5.21306,0.30626,-0.00016,-0.00153,0.00373
subject1,minor_crash,72,1733902740307,-4.54505,3.93030,-2.19377,0.00971,-0.00252,0.00250
subject1,minor_crash,72,1733902740359,-7.01176,4.51832,0.43596,0.00884,-0.00823,-0.00039
subject1,minor_crash,72,1733902740415,-2.74296,-1.94581,-1.34781,-0.00310,0.00451,0.00102
subject1,minor_crash,72,1733902740468,-1.09952,-1.19684,-1.76204,-0.00739,-0.00159,0.00042
subject1,minor_crash,72,1733902740519,-2.48672,-0.59245,-1.60930,-0.00851,-0.00117,-0.00022
subject1,minor_crash,72,1733902740568,-2.11866,-2.25197,-0.41115,-0.00374,0.00594,-0.00158
subject1,minor_crash,72,1733902740621,-4.28305,1.47155,1.43146,-0.00393,0.00820,-0.00609
subject1,minor_crash,72,1733902740663,-2.78849,-0.66290,-1.16028,0.00471,-0.00152,-0.00259
subject1,minor_crash,72,1733902740716,-2.26813,-0.94341,-2.26980,0.00807,0.01419,-0.00615
subject1,minor_crash,72,1733902740764,5.34213,-5.14720,2.17158,0.01081,0.00512,-0.00616
subject1,minor_crash,72,1733902740819,0.07616,0.42960,1.30611,-0.00271,-0.01143,0.00293
subject1,minor_crash,72,1733902740870,-1.67737,0.43017,0.32393,0.00349,-0.01960,0.00290
subject1,minor_crash,72,1733902740920,4.33206,-4.64878,2.49623,0.00293,-0.00096,0.00160
subject1,minor_crash,72,1733902740971,-2.03507,-0.34543,-0.55559,-0.00402,-0.01913,0.00139
subject1,minor_crash,72,1733902741022,-0.91288,0.77954,-1.60634,0.01167,-0.00113,-0.00337
subject1,minor_crash,72,1733902741070,-0.97115,-1.21141,1.79978,0.00037,0.00122,-0.00323
subject1,minor_crash,72,1733902741125,-2.60483,2.35221,-0.54930,0.01194,0.00670,-0.00512
subject1,minor_crash,72,1733902741178,2.39889,0.16045,0.48669,-0.00028,0.00287,-0.00395
subject1,minor_crash,72,1733902741229,1.91319,-3.18754,2.32401,-0.00439,0.00370,0.01210
subject1,minor_crash,72,1733902741279,-0.23531,-1.99184,2.00815,-0.00998,-0.02245,0.00740
subject1,minor_crash,72,1733902741325,-6.78800,-2.65106,2.64011,-0.01167,-0.00911,0.00159
subject1,minor_crash,72,1733902741377,-133.69078,43.77821,-62.81165,-0.12793,0.10662,0.22812
subject1,minor_crash,72,1733902741429,4.21487,-36.92886,-14.43408,0.04937,0.09480,0.10223
subject1,minor_crash,72,1733902741486,6.06025,25.22606,-4.59979,-0.01264,0.00192,-0.00816
subject1,minor_crash,72,1733902741542,-0.08586,-1.93103,0.34415,-0.09078,-0.10865,0.00009
subject1,minor_crash,72,1733902741593,3.94932,-3.74379,0.76827,-0.02945,-0.00531,0.02527
subject1,minor_crash,72,1733902741644,1.36669,-0.86670,-5.30328,-0.01730,-0.03361,0.00838
subject1,minor_crash,72,1733902741692,-0.65518,0.53106,3.81012,-0.01102,-0.02983,0.01349
subject1,minor_crash,72,1733902741745,-4.59639,-1.03262,0.66095,-0.00395,-0.03317,0.00766
subject1,minor_crash,72,1733902741800,-5.68443,0.73479,-7.23652,-0.00942,-0.02337,0.04766
subject1,minor_crash,72,1733902741854,-5.28597,-5.18172,1.24589,0.02713,0.02019,0.02774
subject1,minor_crash,72,1733902741906,-18.66953,8.94365,2.03923,0.03558,0.02844,-0.04036
subject1,minor_crash,72,1733902741957,-14.69535,-2.33296,-1.33531,0.05451,0.07170,-0.03739
subject1,minor_crash,72,1733902742010,-1.06096,-0.49346,-0.01189,0.01086,0.04808,0.02933
subject1,minor_crash,72,1733902742064,0.24113,2.10955,1.36339,-0.03427,-0.02698,0.03388
subject1,minor_crash,72,1733902742117,0.27215,1.70157,1.14524,-0.06604,-0.06377,0.01681
subject1,minor_crash,72,1733902742167,-6.39029,-3.59815,-1.26570,-0.08099,-0.08676,-0.01969
subject1,minor_crash,72,1733902742216,-9.92445,-1.58006,-2.64059,-0.00055,0.00600,-0.01686
subject1,minor_crash,72,1733902742272,-5.00580,1.02461,1.14555,0.02189,0.03133,0.00834
subject1,minor_crash,72,1733902742322,0.11317,1.17647,0.72900,-0.00121,0.00584,0.02135
subject1,minor_crash,72,1733902742375,0.16408,-0.95392,-0.58338,-0.03463,-0.04488,0.02946
subject1,minor_crash,72,1733902742428,1.57520,-1.87871,-2.88019,-0.00855,-0.05089,0.02105
subject1,minor_crash,72,1733902742482,4.31597,-1.89871,0.07971,0.03341,0.00918,-0.00117
subject1,minor_crash,72,1733902742538,2.55666,1.36385,0.32950,0.03436,0.01805,-0.02059
subject1,minor_crash,72,1733902742591,-0.64782,0.87781,0.85391,0.02418,0.01422,-0.02171
subject1,minor_crash,72,1733902742647,-3.15907,0.03242,-0.20335,0.01933,0.00407,-0.00266
subject1,minor_crash,72,1733902742699,-2.15170,0.70276,0.10059,0.00539,-0.00121,0.00764
subject1,minor_crash,72,1733902742751,2.71219,0.76120,-1.39168,-0.01533,-0.00464,0.00563
subject1,minor_crash,72,1733902742804,2.54707,-0.10941,-0.74873,-0.02112,-0.00647,0.00612
subject1,minor_crash,72,1733902742858,0.74587,-1.24429,0.31296,-0.00598,-0.00603,0.00014
subject1,minor_crash,72,1733902742915,-1.63514,-0.53920,-1.21192,0.01165,-0.00393,-0.01085
subject1,minor_crash,72,1733902742965,-1.65844,0.60529,-0.64802,0.00548,-0.00399,0.00029
subject1,minor_crash,72,1733902743014,1.75587,0.34621,-1.12286,-0.00452,-0.00039,0.01094
subject1,minor_crash,73,1733902757627,6.38987,-0.56877,-4.63436,-0.03645,0.02703,0.00320
subject1,minor_crash,73,1733902757673,8.91399,2.53524,-0.10317,-0.03644,0.03839,-0.00248
subject1,minor_crash,73,1733902757717,5.79815,2.89866,7.34476,-0.02991,0.01487,0.00374
subject1,minor_crash,73,1733902757767,4.02969,4.57535,9.67490,-0.01949,0.01953,-0.00508
subject1,minor_crash,73,1733902757815,8.07453,3.93999,2.93849,-0.01896,0.02216,0.02568
subject1,minor_crash,73,1733902757867,5.21723,-0.39997,2.21927,0.00019,-0.00010,-0.00577
subject1,minor_crash,73,1733902757916,7.99577,7.70870,7.55677,-0.03624,0.01667,0.01289
subject1,minor_crash,73,1733902757966,12.01855,-5.53442,-7.53656,-0.00332,0.00365,0.00610
subject1,minor_crash,73,1733902758011,4.96165,-0.32171,-4.19323,-0.00518,0.00200,-0.00679
subject1,minor_crash,73,1733902758059,2.96914,-4.74746,1.20764,0.01281,-0.02251,0.00611
subject1,minor_crash,73,1733902758109,2.59624,0.08652,0.19935,0.05243,-0.03172,-0.00032
subject1,minor_crash,73,1733902758158,-3.03333,0.59160,-0.46600,0.04018,-0.03918,-0.00160
subject1,minor_crash,73,1733902758208,-3.66880,-1.23373,-1.85980,0.03729,-0.03819,0.00413
subject1,minor_crash,73,1733902758260,4.37904,-4.46448,1.09179,0.03616,-0.04031,-0.00270
subject1,minor_crash,73,1733902758307,-1.14230,2.85299,-1.25207,0.02111,-0.02388,-0.00182
subject1,minor_crash,73,1733902758358,-3.22416,5.96939,0.52158,0.00618,-0.01092,0.00105
subject1,minor_crash,73,1733902758408,-3.67788,1.82635,-3.56835,0.00422,-0.00089,-0.00447
subject1,minor_crash,73,1733902758455,0.33151,-1.06797,-0.52379,0.00687,0.00073,-0.00738
subject1,minor_crash,73,1733902758499,-1.47888,-1.15072,-0.92444,-0.00259,-0.00407,0.00064
subject1,minor_crash,73,1733902758548,-7.23511,0.01794,-1.46700,0.00840,-0.01587,0.00323
subject1,minor_crash,73,1733902758601,-10.78054,-3.58866,2.74277,0.02467,-0.02487,0.00616
subject1,minor_crash,73,1733902758643,-11.13449,-0.29994,-6.77675,0.00509,-0.00780,0.02219
subject1,minor_crash,73,1733902758698,-13.00456,-0.49869,3.16944,0.00659,-0.00598,0.05128
subject1,minor_crash,73,1733902758745,-18.47492,0.41569,4.55480,-0.00023,-0.03481,0.01896
subject1,minor_crash,73,1733902758789,-5.58519,-7.27902,-8.65731,-0.01457,-0.03567,0.03281
subject1,minor_crash,73,1733902758838,-10.05273,5.94477,3.82474,-0.00955,0.00657,0.01139
subject1,minor_crash,73,1733902758890,0.10932,-1.36590,-4.20074,-0.02755,0.03306,0.00766
subject1,minor_crash,73,1733902758939,-0.39916,-0.56742,2.12232,-0.01366,0.03324,0.00488
subject1,minor_crash,73,1733902758981,-1.96176,5.53819,-0.43878,-0.00395,0.02029,-0.00156
subject1,minor_crash,73,1733902759031,-5.74562,3.08784,1.92306,-0.00311,-0.00097,0.00589
subject1,minor_crash,73,1733902759085,2.13570,-0.32446,2.06397,-0.00048,-0.02231,-0.00645
subject1,minor_crash,73,1733902759137,-3.19177,0.66873,-1.64851,0.00077,-0.02120,-0.01154
subject1,minor_crash,73,1733902759187,-81.98330,8.20222,10.75312,-0.04713,0.08017,0.23434
subject1,minor_crash,73,1733902759236,-18.18463,-5.57688,0.28219,-0.00188,-0.16851,0.04079
subject1,minor_crash,73,1733902759286,1.80852,-10.36136,-2.23396,-0.07627,-0.14274,0.05723
subject1,minor_crash,73,1733902759334,3.55983,4.19911,-8.43076,-0.05481,-0.03097,0.04220
subject1,minor_crash,73,1733902759389,2.44185,-1.67863,-1.62975,0.01034,0.06623,-0.04261
subject1,minor_crash,73,1733902759444,-0.70709,-1.52630,1.09053,0.04467,0.09690,-0.04158
subject1,minor_crash,73,1733902759494,0.34220,-1.64680,3.35316,0.03224,0.05835,-0.01425
subject1,minor_crash,73,1733902759546,0.02787,2.72391,2.68867,0.03893,0.03605,-0.00873
subject1,minor_crash,73,1733902759595,0.22401,-1.34548,0.35108,0.00561,0.00287,0.00637
subject1,minor_crash,73,1733902759646,-4.17725,-2.04132,-0.90714,-0.02798,-0.02570,0.03335
subject1,minor_crash,73,1733902759695,-22.39139,3.60558,-4.10717,-0.04109,-0.03458,0.14349
subject1,minor_crash,73,1733902759738,-21.41784,-6.54692,11.36249,0.00499,-0.00067,0.09440
subject1,minor_crash,73,1733902759790,1.85622,5.04330,-4.80996,-0.03304,-0.02687,-0.11488
subject1,minor_crash,73,1733902759846,-0.91702,-0.34478,-3.79052,-0.06185,-0.06064,-0.07154
subject1,minor_crash,73,1733902759895,-1.04939,-1.10991,2.56050,0.02869,0.06211,-0.00111
subject1,minor_crash,73,1733902759945,0.89450,3.11465,1.01269,0.04599,0.09014,0.07824
subject1,minor_crash,73,1733902759994,1.12011,-2.53891,1.94818,-0.01595,-0.00095,0.04319
subject1,minor_crash,73,1733902760042,-3.61011,-0.21239,3.35424,0.01388,-0.00620,-0.06329
subject1,minor_crash,73,1733902760093,-6.04777,3.25672,-6.79431,0.02551,-0.02830,-0.04492
subject1,minor_crash,73,1733902760146,-8.45962,-2.65125,0.89342,-0.00636,-0.00700,0.03543
subject1,minor_crash,73,1733902760196,0.29768,0.02355,1.22782,-0.02943,0.02754,0.03805
subject1,minor_crash,73,1733902760246,2.55620,0.20860,-1.21228,-0.03185,0.00010,-0.00004
subject1,minor_crash,73,1733902760296,2.27099,-2.85012,0.04048,0.00360,-0.00270,-0.02898
subject1,minor_crash,73,1733902760348,-0.60635,-1.79485,0.46443,0.02427,0.00635,-0.00305
subject1,minor_crash,73,1733902760398,-3.72825,0.48596,2.71057,0.00965,-0.00095,0.02454
subject1,minor_crash,73,1733902760448,-2.82426,1.00817,1.67465,-0.00512,-0.00409,-0.00341
subject1,minor_crash,73,1733902760496,-1.03141,0.51942,0.01402,-0.01016,-0.00601,-0.01629
subject1,minor_crash,73,1733902760548,1.87591,-0.73972,-0.77805,-0.00707,-0.00270,0.00408
subject1,minor_crash,74,1733902782197,2.96759,0.25166,-0.53396,0.00619,-0.01387,0.00189
subject1,minor_crash,74,1733902782252,4.37395,-2.01556,3.14256,0.00922,-0.01069,-0.00344
subject1,minor_crash,74,1733902782304,-3.96967,4.84258,-3.66574,0.00990,-0.00798,-0.00313
subject1,minor_crash,74,1733902782353,-3.49412,0.72114,-1.94461,0.00451,-0.00627,-0.00077
subject1,minor_crash,74,1733902782405,-7.03414,3.06814,-1.84059,0.00490,0.00018,0.00363
subject1,minor_crash,74,1733902782454,0.68596,-3.17506,0.66727,0.00440,0.00198,0.00010
subject1,minor_crash,74,1733902782505,-4.83498,3.80339,-1.63951,0.00315,0.00100,0.00048
subject1,minor_crash,74,1733902782555,-0.78213,-4.24837,0.18130,-0.00256,-0.00837,0.00465
subject1,minor_crash,74,1733902782606,0.59483,0.84168,0.50255,-0.01592,-0.00786,0.00147
subject1,minor_crash,74,1733902782654,-4.46585,3.77391,-1.99986,-0.00364,0.00030,0.00576
subject1,minor_crash,74,1733902782704,1.16489,-1.86051,1.92039,-0.00078,-0.00162,-0.00397
subject1,minor_crash,74,1733902782757,-5.29414,3.30130,-1.47613,-0.00102,-0.00192,0.00458
subject1,minor_crash,74,1733902782806,-11.90206,-0.12118,-1.73004,0.01269,-0.01994,0.00255
subject1,minor_crash,74,1733902782855,-4.03549,0.74658,0.64684,0.02113,-0.00861,0.00223
subject1,minor_crash,74,1733902782912,-12.25988,-7.53590,-0.02510,0.01454,-0.00313,0.00720
subject1,minor_crash,74,1733902782963,-3.03375,0.15559,-4.29820,0.01627,-0.01783,0.01155
subject1,minor_crash,74,1733902783016,-10.73544,-1.37642,0.04765,0.00544,0.01853,-0.00332
subject1,minor_crash,74,1733902783067,-4.05302,2.95755,-1.02861,-0.00767,0.02195,0.00382
subject1,minor_crash,74,1733902783117,2.33073,3.14723,-1.16629,-0.01401,0.01757,-0.00287
subject1,minor_crash,74,1733902783168,-0.67325,-2.39892,-0.99031,-0.01579,0.01016,-0.00039
subject1,minor_crash,74,1733902783217,-2.20798,-0.44863,-3.38186,-0.01249,-0.00362,-0.00249
subject1,minor_crash,74,1733902783259,0.39252,-0.05160,-1.98726,0.00131,0.00565,-0.00385
subject1,minor_crash,74,1733902783307,-1.99464,-0.96776,0.69171,-0.00143,0.00979,-0.00296
subject1,minor_crash,74,1733902783356,-2.33913,-0.80139,-2.80715,-0.00112,0.00066,0.00229
subject1,minor_crash,74,1733902783409,-4.09590,-0.61093,-1.21308,-0.00167,0.00851,-0.00472
subject1,minor_crash,74,1733902783452,1.32862,0.65742,0.68549,0.01244,-0.00392,-0.00477
subject1,minor_crash,74,1733902783504,-1.50348,1.29141,0.16563,-0.00286,0.00958,0.00802
subject1,minor_crash,74,1733902783556,1.38440,-0.54818,0.02663,0.00802,-0.00170,-0.00731
subject1,minor_crash,74,1733902783607,-2.27808,-5.90873,-25.00880,-0.07154,0.00113,0.08117
subject1,minor_crash,74,1733902783658,-4.30276,-4.26904,15.23203,0.01764,-0.00542,-0.13645
subject1,minor_crash,74,1733902783705,-1.59333,12.40774,-9.09163,-0.05069,-0.02970,-0.11904
subject1,minor_crash,74,1733902783756,3.41542,2.99883,2.22389,-0.04004,-0.01348,0.03189
subject1,minor_crash,74,1733902783807,4.06477,-1.60615,0.16677,0.01024,0.02726,0.04821
subject1,minor_crash,74,1733902783857,-0.06231,-1.00909,3.72710,0.02327,0.02579,-0.05633
subject1,minor_crash,74,1733902783907,-6.34687,2.90579,9.32508,0.02535,-0.01472,-0.23345
subject1,minor_crash,74,1733902783947,-7.95540,1.21511,5.86054,-0.02039,-0.03646,-0.22278
subject1,minor_crash,74,1733902784000,-10.84458,-1.17686,-5.61487,-0.07123,-0.09648,-0.07926
subject1,minor_crash,74,1733902784051,-1.55217,0.86636,-8.20507,-0.10803,-0.08807,0.07614
subject1,minor_crash,74,1733902784101,1.29424,-2.64832,-1.33691,-0.00284,0.00048,-0.04475
subject1,minor_crash,74,1733902784153,-4.47038,1.96739,-3.10574,0.04881,0.05457,-0.10723
subject1,minor_crash,74,1733902784204,-9.64204,-2.53253,-2.30537,0.02400,0.03372,0.02135
subject1,minor_crash,74,1733902784254,-12.34361,2.02300,6.16295,0.05104,0.04810,0.05667
subject1,minor_crash,74,1733902784301,-2.34190,0.65297,0.77343,-0.02264,-0.01434,-0.05537
subject1,minor_crash,74,1733902784352,-0.68469,-1.62055,-3.17580,-0.01117,-0.00403,-0.05341
subject1,minor_crash,74,1733902784399,-0.92044,-1.25732,1.56888,0.05371,0.05396,0.01114
subject1,minor_crash,74,1733902784452,-1.54008,-0.38155,2.75396,0.06376,0.04914,0.01639
subject1,minor_crash,74,1733902784502,-0.00852,1.20074,-0.83665,0.00661,-0.03990,0.01682
subject1,minor_crash,74,1733902784545,3.55813,-0.97432,-0.02998,-0.03757,-0.06316,0.00718
subject1,minor_crash,74,1733902784592,2.55839,0.18176,1.14275,-0.00888,-0.01241,-0.04148
subject1,minor_crash,74,1733902784640,-0.72227,-1.38211,-2.77334,0.00478,-0.00111,0.02077
subject1,minor_crash,74,1733902784691,-0.95810,0.03268,0.04172,0.00396,-0.00634,0.04457
subject1,minor_crash,74,1733902784740,0.11141,0.93148,0.67078,0.00187,-0.00191,-0.02728
subject1,minor_crash,74,1733902784790,0.71722,-0.35904,-1.93407,-0.00228,0.01099,-0.03234
subject1,minor_crash,74,1733902784840,0.37709,-0.87983,1.37084,0.01359,0.02017,0.01834
subject1,minor_crash,74,1733902784889,-0.13977,0.64043,0.70663,0.00539,-0.00033,0.01142
subject1,minor_crash,74,1733902784940,-0.36737,0.32264,-0.38907,-0.01663,-0.02066,0.00034
subject1,minor_crash,74,1733902784993,-0.19143,-0.12349,0.96038,-0.00028,0.00220,-0.01303
subject1,minor_crash,74,1733902785043,0.18582,0.04991,-0.17302,0.00221,0.00781,-0.00177
subject1,minor_crash,74,1733902785095,-0.53327,-0.30628,-0.10816,-0.00624,-0.00651,0.01937
subject1,minor_crash,74,1733902785148,-0.36414,0.34274,1.04238,0.00308,-0.00083,0.00325
subject1,minor_crash,75,1733902797432,7.91820,-3.35753,1.72042,-0.01675,0.02414,-0.01033
subject1,minor_crash,75,1733902797484,9.71798,-3.51096,-1.60764,-0.01265,0.04033,-0.01768
subject1,minor_crash,75,1733902797531,11.85195,-7.86120,-2.99571,-0.01147,0.02307,-0.01648
subject1,minor_crash,75,1733902797585,0.65953,0.35324,0.28282,-0.01650,0.00916,-0.00838
subject1,minor_crash,75,1733902797634,9.83318,1.49281,11.26714,0.02923,0.04383,-0.03770
subject1,minor_crash,75,1733902797683,4.97441,-4.88092,-2.06477,0.06929,0.07098,-0.11955
subject1,minor_crash,75,1733902797736,2.83986,2.72369,11.56728,0.09335,0.08653,-0.24394
subject1,minor_crash,75,1733902797778,9.25973,-2.26139,11.87013,0.08298,0.06224,-0.28373
subject1,minor_crash,75,1733902797821,7.84933,1.51279,11.26159,0.00833,0.00203,-0.21717
subject1,minor_crash,75,1733902797871,-2.90468,-1.45109,4.46118,-0.03641,-0.06394,-0.08537
subject1,minor_crash,75,1733902797923,-0.08479,1.40965,1.05093,-0.01760,-0.07095,0.00416
subject1,minor_crash,75,1733902797974,-1.49926,3.44281,-1.51102,0.01431,-0.04768,0.02832
subject1,minor_crash,75,1733902798023,1.35070,-1.74149,2.00524,0.01312,-0.05098,-0.00018
subject1,minor_crash,75,1733902798076,0.13261,-2.50817,4.25323,0.02031,-0.02876,-0.00538
subject1,minor_crash,75,1733902798123,4.03262,-1.87850,-0.24170,0.03532,-0.02545,-0.01382
subject1,minor_crash,75,1733902798174,-4.83137,2.50576,-2.66957,0.02137,-0.00937,-0.00056
subject1,minor_crash,75,1733902798223,2.76401,2.97004,-2.97604,0.01059,0.00576,0.01379
subject1,minor_crash,75,1733902798274,-1.39622,2.77836,-0.75573,0.00193,0.00839,0.02410
subject1,minor_crash,75,1733902798322,3.34258,-5.78517,2.75996,-0.00599,-0.02009,-0.00053
subject1,minor_crash,75,1733902798374,-4.96077,3.37605,1.59561,-0.00771,-0.01907,0.01157
subject1,minor_crash,75,1733902798426,-2.73846,0.48559,-1.62844,-0.00652,0.00446,0.02089
subject1,minor_crash,75,1733902798478,-6.13948,-0.36774,4.06216,-0.00637,0.00240,0.00469
subject1,minor_crash,75,1733902798528,-3.57989,1.21925,-1.92281,-0.00934,-0.01777,0.00486
subject1,minor_crash,75,1733902798583,0.35747,1.51046,-0.21931,-0.00298,-0.00123,0.01277
subject1,minor_crash,75,1733902798631,-12.85048,-3.18191,-2.74903,0.00283,-0.04602,0.01169
subject1,minor_crash,75,1733902798685,-8.52518,-1.50328,-3.03563,0.01819,-0.03058,-0.00167
subject1,minor_crash,75,1733902798737,-5.84092,-1.77143,0.04247,-0.00562,0.01015,-0.01869
subject1,minor_crash,75,1733902798788,2.69097,5.84027,0.18304,-0.00125,0.00619,-0.00679
subject1,minor_crash,75,1733902798839,-3.30351,1.43398,0.70416,-0.00753,0.00610,0.00758
subject1,minor_crash,75,1733902798889,-4.71971,1.58502,-2.16136,-0.00861,-0.00217,0.00086
subject1,minor_crash,75,1733902798936,-4.05261,1.10489,-0.66426,-0.00379,-0.00500,0.00459
subject1,minor_crash,75,1733902798986,-9.37172,-1.68000,-4.19010,0.00234,-0.00145,-0.00324
subject1,minor_crash,75,1733902799037,-5.64204,-5.25553,-0.07488,0.01769,-0.00561,-0.00378
subject1,minor_crash,75,1733902799086,-0.60827,-1.30248,0.72448,0.01901,0.00691,-0.01576
subject1,minor_crash,75,1733902799138,-8.53211,0.67134,1.01695,0.00566,-0.04393,0.00268
subject1,minor_crash,75,1733902799191,-9.27688,2.39754,-45.34584,0.06275,-0.02444,0.14399
subject1,minor_crash,75,1733902799240,4.13765,7.03029,11.58699,-0.05160,0.00143,0.00721
subject1,minor_crash,75,1733902799285,1.83543,-4.36939,-14.48150,-0.14671,-0.05264,0.02397
subject1,minor_crash,75,1733902799332,-0.11211,2.41233,-4.71311,-0.12185,-0.02919,0.03265
subject1,minor_crash,75,1733902799383,2.75100,-4.60062,3.09257,0.01121,0.02330,-0.00707
subject1,minor_crash,75,1733902799435,1.50952,-0.79883,-3.00166,0.03449,0.04356,-0.01290
subject1,minor_crash,75,1733902799483,-1.76515,-1.93636,3.33361,0.04202,0.03263,-0.02185
subject1,minor_crash,75,1733902799534,-3.57042,3.44786,3.06866,0.01532,0.01596,-0.05721
subject1,minor_crash,75,1733902799583,-15.24649,-0.21113,1.50038,-0.02332,-0.05026,0.02962
subject1,minor_crash,75,1733902799634,-10.20233,-5.17241,-0.77377,-0.03303,-0.03242,0.08681
subject1,minor_crash,75,1733902799686,-7.67626,-3.05148,0.39254,0.01014,0.00826,0.03103
subject1,minor_crash,75,1733902799739,-6.41756,0.76293,1.27001,-0.02902,-0.03565,-0.03666
subject1,minor_crash,75,1733902799792,-2.01735,-1.81828,-1.17388,0.00114,0.01788,-0.06693
subject1,minor_crash,75,1733902799840,-6.43352,4.97457,0.40479,0.02698,-0.00558,-0.06651
subject1,minor_crash,75,1733902799891,-10.63821,1.40736,14.23652,0.04229,0.03784,0.00178
subject1,minor_crash,75,1733902799938,4.46246,1.93025,0.06526,0.01985,0.04194,0.05665
subject1,minor_crash,75,1733902799989,-0.89846,0.06373,-4.31355,-0.00913,0.00478,0.01882
subject1,minor_crash,75,1733902800039,-5.80333,5.48528,3.74144,-0.01200,-0.00686,-0.04308
subject1,minor_crash,75,1733902800090,-4.54070,-3.14102,1.52425,-0.00157,-0.00252,-0.01159
subject1,minor_crash,75,1733902800134,-3.66948,-1.64480,-1.40747,0.01668,0.01857,0.01064
subject1,minor_crash,75,1733902800189,-0.78364,1.41071,-1.28753,0.01676,0.00352,0.00411
subject1,minor_crash,75,1733902800245,2.62154,0.81254,-0.28629,-0.00027,-0.01556,-0.02247
subject1,minor_crash,75,1733902800301,3.34571,-1.84466,-0.23902,0.01264,0.02320,-0.04791
subject1,minor_crash,75,1733902800354,2.78469,1.09082,-2.13419,0.01476,0.02696,-0.00863
subject1,minor_crash,75,1733902800404,-0.26768,0.36159,1.14902,0.00040,-0.01573,0.02688
subject1,minor_crash,76,1733902812528,10.89478,-11.62839,6.65365,-0.12725,-0.07721,0.37539
subject1,minor_crash,76,1733902812580,4.36175,-5.69252,-4.37237,-0.08193,-0.06270,0.39197
subject1,minor_crash,76,1733902812631,2.96769,4.27875,1.11058,0.01613,0.04444,0.32087
subject1,minor_crash,76,1733902812682,-2.30920,-2.77293,2.37133,0.10025,0.05776,0.15726
subject1,minor_crash,76,1733902812732,0.11832,3.66481,-3.25019,0.07194,0.05589,0.06889
subject1,minor_crash,76,1733902812785,0.62829,6.00073,9.17949,0.07021,0.02355,-0.00473
subject1,minor_crash,76,1733902812834,5.80433,-6.76880,6.09152,0.04019,0.06475,-0.05961
subject1,minor_crash,76,1733902812885,-2.47357,9.16248,14.35428,0.05138,0.09622,-0.18384
subject1,minor_crash,76,1733902812934,0.30369,6.71458,5.19280,0.04379,0.08397,-0.26236
subject1,minor_crash,76,1733902812985,4.70319,-3.01109,9.83770,0.04859,0.11092,-0.35703
subject1,minor_crash,76,1733902813035,-7.95866,-3.52462,8.37110,0.08856,0.09733,-0.46058
subject1,minor_crash,76,1733902813084,4.67623,-1.23109,8.15824,0.08052,0.05679,-0.50719
subject1,minor_crash,76,1733902813136,-8.17344,3.96003,-3.65016,0.00056,-0.00566,-0.40043
subject1,minor_crash,76,1733902813185,-9.59728,5.68768,-2.29113,-0.05531,-0.06330,-0.24489
subject1,minor_crash,76,1733902813237,-1.77964,1.50126,-5.82023,-0.05929,-0.10763,-0.07508
subject1,minor_crash,76,1733902813293,-5.35365,-5.19533,12.83509,0.00976,-0.05187,-0.01334
subject1,minor_crash,76,1733902813342,-10.05095,-0.96574,-3.72869,0.04940,-0.03551,-0.03060
subject1,minor_crash,76,1733902813395,-12.61290,9.03279,3.40156,0.05513,0.00509,-0.01864
subject1,minor_crash,76,1733902813444,2.87441,3.53933,-10.41385,0.01298,0.03118,0.00477
subject1,minor_crash,76,1733902813496,-3.88142,2.91268,1.18882,0.01507,0.02887,-0.00767
subject1,minor_crash,76,1733902813544,-0.94784,4.72344,3.13012,-0.00242,0.01608,0.00488
subject1,minor_crash,76,1733902813598,2.01243,1.00455,7.56610,-0.00674,-0.00473,0.00513
subject1,minor_crash,76,1733902813648,-9.72894,1.09457,8.35848,0.00768,-0.03303,-0.01265
subject1,minor_crash,76,1733902813702,-140.30754,25.04493,35.43913,-0.08290,-0.02559,0.25600
subject1,minor_crash,76,1733902813750,-5.22095,-5.12415,10.39436,0.05260,-0.10878,0.37773
subject1,minor_crash,76,1733902813804,-3.11916,-5.59838,11.03459,-0.01599,-0.02305,0.23870
subject1,minor_crash,76,1733902813851,-8.86328,-3.36674,-1.51956,-0.07787,-0.07888,0.14348
subject1,minor_crash,76,1733902813903,-8.06850,1.36913,0.24342,-0.04687,-0.03566,-0.01246
subject1,minor_crash,76,1733902813953,-10.54186,-5.27177,-0.73348,0.03310,0.03647,-0.11009
subject1,minor_crash,76,1733902814002,-11.59953,-0.55272,-2.28310,0.04427,0.05559,-0.05259
subject1,minor_crash,76,1733902814051,2.84269,2.56648,-0.53345,0.00246,0.03919,0.06166
subject1,minor_crash,76,1733902814101,9.86119,1.75905,2.32061,-0.02811,0.03453,0.02070
subject1,minor_crash,76,1733902814150,4.34790,0.47630,0.47541,-0.04785,0.01004,-0.04565
subject1,minor_crash,76,1733902814199,-0.74057,-0.79810,-0.80206,-0.02658,-0.01196,-0.02434
subject1,minor_crash,76,1733902814250,0.42687,0.67472,-0.32703,-0.01546,-0.00327,0.04864
subject1,minor_crash,76,1733902814302,1.50945,-0.26864,0.43088,-0.00806,-0.00623,0.05989
subject1,minor_crash,76,1733902814352,2.47734,-0.11355,-0.09034,0.00803,0.01015,-0.01024
