time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
162.1200077002868,-2.4268348135400717,-2.666323643907192,1.0366845489325853,0.018693916838587215,-0.013346536435078118,-0.007934620978348792
162.2040077042766,1.7219563777140945,-1.2816320724284669,-0.21681825561808027,0.0004893771484173703,-0.004795856145447382,0.0005465974291957354
162.28800770826638,0.06562472492531163,0.17965811939733914,-0.6460069714711811,0.00034487995090332687,-0.01803193262735474,-0.0033365144091300216
162.37200771225616,-0.20693152646367194,-0.05920594032437583,0.19881376219733643,-0.010178116635937024,-0.014588487457835198,0.0009066090272685858
162.44550771574723,0.6630866994713301,-0.29910636210136143,0.6951473713534946,-0.01864460430896569,-0.007173470001150726,0.006346697709655258
162.529507719737,1.244000471468553,0.12261050836687018,0.07931056667013778,-0.026801826329278793,-0.0035204092635327876,0.01023907634604329
162.60300772322807,1.1593777983741504,0.5484675406809228,0.03451583623237993,-0.031235629930524294,0.003071385304441734,0.012198838024175885
162.68700772721786,6.9103069717176595,3.4847232150522185,-1.419736383563331,-0.08115436584834958,0.02119759131399143,0.03366128362284413
162.77100773120765,3.6225670256838574,0.9463090262039597,-1.1813625514051942,-0.06488130274879575,0.01856264672650372,0.02471911205078268
162.86550773569616,5.6600500526638235,-1.159164428522128,-4.405683862426215,-0.0430434354973165,0.0301380547486731,0.018164997588165102
162.96000774018466,6.16747713383953,5.265242607046612,3.419302367449974,-0.06341415498394562,-0.03520150635695421,0.020872607015375987
163.04400774417445,2.4872241582556516,-3.735788133521436,2.46327125519934,-0.02936671768514107,-0.11142091287099638,0.004451063251334309
163.12800774816424,3.360430017703364,-3.702404073921979,-9.733383614431226,-0.025360962846946406,-0.08429302548906514,0.006625331609802267
163.21200775215402,3.364665149299526,-6.388539776623255,-10.975616540369838,0.07666512619559694,0.10855723098430604,-0.026026196926855785
163.2960077561438,1.7373767768584627,2.1400257050815257,5.393570743619952,0.07962593434705337,0.10337492281116648,-0.02979337178625685
163.3800077601336,7.090612345287518,8.66382451971296,10.080379435547702,0.021886818505820322,-0.02668870473598164,-0.009420318287763444
163.45350776362466,9.066443091188296,7.640848136496197,7.7986087544300675,0.002918284635364012,-0.024005796873070567,-0.002185828199009061
163.53750776761444,4.024812884216632,-2.2801422880591335,0.4008983567460224,-0.013205384117162926,-0.09393697225252469,-0.0009725353502224658
163.6110077711055,3.6626310875064996,-1.8858491078702706,-2.3477333130605356,-0.017230986914909967,-0.07230921773798268,0.004472970674975648
163.6950077750953,2.2616480913709704,-4.969104486307457,-5.246501644191017,0.024313964502956177,0.006433821104534531,-0.0083697370985299
163.76850777858635,1.1725235028867307,-4.539175284455636,-4.793509552047427,0.024987742596955825,0.021665535946212993,-0.005764529773715192
163.85250778257614,2.5335637594478744,0.11837606891868732,-1.0591331101985464,0.021118931461213835,0.07263753108940686,-0.0006926875673312324
163.9260077860672,0.9919672711755613,-2.5966926349194046,1.9079210852074115,0.017486264828941313,0.05939322276203025,-0.003956053490316186
164.010007790057,2.251561169543214,4.1631956191847195,3.487582560028891,-0.026872466290663716,0.026321608812960726,0.01220530911647036
164.08350779354805,3.5308769954314285,2.673715872378438,3.2684831527732183,-0.038442714678429184,0.009417526283359366,0.016853307771484565
164.16750779753784,3.513780099508382,-0.5416252589902204,1.3795071077128274,-0.037510859712084774,-0.019198192889906342,0.008882157055005134
164.25150780152762,5.748388885060722,-3.632939807932332,-1.3017178887760634,-0.018131579547921804,-0.02066055399147525,0.005620009955482857
164.3355078055174,3.242047908970941,-1.9048372104531492,-1.5177942088967975,0.01213831611327617,0.00441795693267126,-0.005726654649730899
164.4195078095072,1.876395109921054,-1.039891361911469,0.735518983144445,0.026855066731708028,0.01561536009117989,-0.010504489619334884
164.50350781349698,4.167756636025451,2.4508547107824126,0.49856666234390484,0.02566585860456414,-0.006856298600204537,-0.011262390933823242
164.5980078179855,3.258904500135117,-1.1871247954058934,-0.034859665375857454,0.028640181414124038,-0.03090953992157234,-0.013371766966839088
164.692507822474,1.6809715098258347,0.5055416450230047,-0.14774386168781622,0.0162387047522882,-0.008580747767139654,-0.007430644240766781
164.7870078269625,2.594314296792894,0.18513316540534355,0.6766635721837794,0.013675298352696773,-0.022234119539376956,-0.0066414979306588275
